Objects
50
,,Global Angle Drone_2:Drone_2,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
292,0,0.044271,0.054126,0.122092,-83.534081,-27.763969,797.012146
293,0,0.042070,0.059530,0.122980,-83.273544,-27.204716,809.970093
294,0,0.037505,0.058139,0.123260,-82.990036,-26.736778,823.243896
295,0,0.030577,0.049976,0.122375,-82.614304,-26.344864,836.531555
296,0,0.024902,0.041808,0.123231,-82.090622,-25.934841,849.389893
297,0,0.021023,0.030849,0.122873,-81.571236,-25.615971,862.340149
298,0,0.019149,0.019479,0.121485,-81.074997,-25.395466,875.497681
299,0,0.018315,0.015666,0.121532,-80.388725,-25.132961,887.918030
300,0,0.017725,0.014287,0.121051,-79.834953,-24.810558,900.224182
301,0,0.018778,0.018120,0.121654,-79.278519,-24.477287,912.073975
302,0,0.020373,0.022301,0.121281,-78.769814,-24.214731,923.783691
303,0,0.022982,0.030385,0.120437,-78.223412,-24.000454,934.991028
304,0,0.025385,0.042510,0.117013,-77.442741,-23.498058,945.434692
305,0,0.028759,0.051697,0.116167,-76.867912,-23.318226,955.776367
306,0,0.030796,0.058516,0.116565,-76.281982,-23.072466,965.388184
307,0,0.032193,0.065495,0.115799,-75.420593,-22.860586,974.624451
308,0,0.034225,0.070976,0.114609,-74.484993,-22.748840,983.477539
309,0,0.033600,0.074426,0.113324,-73.374092,-22.726419,991.964478
310,0,0.032925,0.078995,0.113353,-72.172119,-22.637753,999.973999
311,0,0.029728,0.081585,0.113604,-70.795044,-22.705748,1007.589844
312,0,0.025690,0.081175,0.113401,-69.130928,-22.737566,1014.803162
313,0,0.022431,0.078680,0.109374,-66.969711,-22.998266,1021.699890
314,0,0.018668,0.071826,0.108142,-64.957253,-23.106258,1028.133545
315,0,0.016753,0.063114,0.107017,-62.852734,-23.230902,1034.163452
316,0,0.015768,0.055497,0.107211,-60.696774,-23.245140,1039.601318
317,0,0.016920,0.046574,0.105784,-58.355949,-23.376097,1044.878662
318,0,0.018860,0.037321,0.105957,-56.083000,-23.398783,1049.542480
319,0,0.019488,0.029221,0.104408,-53.584705,-23.466270,1053.727661
320,0,0.018378,0.023200,0.102223,-51.063797,-23.567593,1057.543335
321,0,0.016772,0.020626,0.101500,-48.659264,-23.537092,1060.707886
322,0,0.013332,0.018742,0.100614,-46.278282,-23.643127,1063.557251
323,0,0.010467,0.017022,0.099569,-43.907261,-23.674400,1065.898315
324,0,0.007683,0.014293,0.098873,-41.677734,-23.682802,1067.822754
325,0,0.007054,0.011751,0.097218,-39.384960,-23.695795,1069.248535
326,0,0.006867,0.011551,0.096590,-37.143044,-23.551275,1070.047363
327,0,0.009612,0.011279,0.095677,-35.066418,-23.451290,1070.351318
328,0,0.014040,0.012729,0.095224,-33.021069,-23.416389,1070.160278
329,0,0.016029,0.014813,0.094925,-30.952482,-23.140316,1069.323975
